"id"#"nr"#"risc_seismic"#"adr_tip"#"adr_strada"#"adr_strada_obs"#"adr_nr"#"adr_nr_obs"#"sector"#"nr_ap"#"nr_ap_obs"#"regim_h"#"an_constructie"#"an_expertiza"#"aria_desfasurata"#"expert_tehnic"#"observatii"
"CS1-00001"#1#"Clasa I"#"Strada"#"ACADEMIEI"##1##3#0##"S+P+2E"#1905#1993#1.385#"Ion VARSA"#
"CS1-00002"#2#"Clasa I"#"Strada"#"ACADEMIEI"##15##1#10##"S+P+3E"#1890#1995#1.24#"Mircea IEREMIA"#
"CS1-00003"#3#"Clasa I"#"Strada"#"ACADEMIEI"#"Hotelul “MUNTENIA”"#"19÷21"#"corp A+B"#1#0##"S+P+Mz+5E; S+P+4E"#1935#2005#1.074#"Ion NEGESCU"#"Încadrare în clasă de risc seismic în anul 2005"
"CS1-00004"#4#"Clasa I"#"Strada"#"ACADEMIEI"#"imobil cu destinaţia de birouri - PRIMĂRIA MUNICIPIULUI BUCUREŞTI"#"3÷5"##3#0##"2S+P+3E"#1906#2012#7.162#"Mihai URSĂCHESCU"#
"CS1-00005"#5#"Clasa I"#"Strada"#"ALEXANDRU BELDIMAN"##1##5#82##"S+P+9E"#1940#1993#9.062#"Radu DIAMANDOPOL"#
"CS1-00006"#6#"Clasa I"#"Bulevardul"#"ALEXANDRU IOAN CUZA"##9##1#6##"S+P+2E+Ma"#1929#1993#915#"Eugeniu IORDACHESCU"#
"CS1-00007"#7#"Clasa I"#"Piata"#"ALEXANDRU LAHOVARI"##"5A"##1#18##"P+7E"#1935#1997#2.955#"Stelian PICULESCU"#
"CS1-00008"#8#"Clasa I"#"Strada"#"ALEXANDRU XENOPOL"##3##1#37##"S+P+8E"#1940#1994#4.259#"Gabriel NICULESCU"#
"CS1-00009"#9#"Clasa I"#"Strada"#"ARCULUI"##4##2#26##"S+P+7E"#1932#2000#929#"Niculae NEER"#
"CS1-00010"#10#"Clasa I"#"Strada"#"ARMENEASCĂ"##"17A"##2#11##"S+P+3E+Ma"#1932#1995#1.438#"Armand NEFIAN"#
"CS1-00011"#11#"Clasa I"#"Strada"#"ARMENEASCĂ"##28##2#20##"P+5E+Ma"#1935#1999#3.945#"Mariana STOENESCU"#
"CS1-00012"#12#"Clasa I"#"Strada"#"ARMENEASCA"##"28A"##2#20##"P+5E"#1935#1999#3.945#"Dinu CIOBOTARIU"#
"CS1-00013"#13#"Clasa I"#"Strada"#"AUREL VLAICU"##55##2#11##"S+P+4E"#1940#1993#990#"Dan STANCIULESCU"#
"CS1-00014"#14#"Clasa I"#"Strada"#"BĂCANI"##"3÷5"##3#28##"S+P+Mz+2E+Ma"#1883#1993#3.005#"Stelian PICULESCU"#
"CS1-00015"#15#"Clasa I"#"Strada"#"BAIA DE FIER"##1##3#3##"S+P+1E+Ma"#1885#1993#448#"Laurenţiu SPOIALA"#
"CS1-00016"#16#"Clasa I"#"Strada"#"BAIA DE FIER"##"1A"##3#4##"S+P+1E+Ma"#1883#1993#547#"Laurenţiu SPOIALA"#
"CS1-00017"#17#"Clasa I"#"Strada"#"BAIA DE FIER"##4##3#3##"S+P+2E"#1922#1995#156#"Laurenţiu SPOIALA"#
"CS1-00018"#18#"Clasa I"#"Strada"#"BAIA DE FIER"##6##3#11##"S+P+2E+Pod"#1930#1993#971#"Laurenţiu SPOIALA"#
"CS1-00019"#19#"Clasa I"#"Strada"#"BALTAGULUI"##17##5#12##"P+2E"#1960#2018#915#"Bogdan GULEAC"#"Reîncadrare în clasă de risc seismic în anul 2018 (imobilul a fost încadrat iniţial în RsII de expertul tehnic atestat M.D.R.A.P. Dan POPESCU)"
"CS1-00020"#20#"Clasa I"#"Strada"#"BĂNIEI"#"fosta Strada SFÂNTUL GHEORGHE NOU"#1##3#10##"S+P+5E+Ma"#1935#2014#1.908#"Niculae TEODOR"#"Încadrare în clasă de risc seismic în anul 2014"
"CS1-00021"#21#"Clasa I"#"Strada"#"BĂRĂTIEI"##29##3#3##"S+P+2E+Ma"#1910#1993#154#"Laurenţiu SPOIALA"#
"CS1-00022"#22#"Clasa I"#"Strada"#"BĂRĂTIEI"##37##3#5##"S+P+1E+Ma"#1900#1993#2.322#"Mircea CONDRUT"#
"CS1-00023"#23#"Clasa I"#"Strada"#"BĂRĂTIEI"##41##3#3##"S+P+1E"#1885#1993#666#"Ion LUNGU"#
"CS1-00024"#24#"Clasa I"#"Strada"#"BĂRĂTIEI"##"42B"##3#1##"S+P+2E+Pod"#1920#1993#266#"Laurenţiu SPOIALA"#
"CS1-00025"#25#"Clasa I"#"Strada"#"BĂRĂŢIEI"##44##3#7##"S+P+Mz+2E+Ma"#1935#1993#596#"Laurenţiu SPOIALA"#
"CS1-00026"#26#"Clasa I"#"Strada"#"BĂRĂTIEI"##50##3#"-"##"S+P+1E"#1824#2019#363#"Ionel BELGUN"#"Incadrat in clasa I de risc seismic initial in anul 1993 de catre Exp. Ing. Ionel BELGUN"
"CS1-00027"#27#"Clasa I"#"Strada"#"BATIŞTE"##5##2#26##"2S+P+10E"#1933#1993#3.065#"Emilian TITARU"#
"CS1-00028"#28#"Clasa I"#"Strada"#"BATIŞTE"#"Sediul “ARCUB”; Restaurantul “BUREBISTA”"#14##2#0##"2S+Ds+P+3E+Pod"#"1932÷1934"#2015#3.526#"Tudor ANDRIŢOIU"#
"CS1-00029"#29#"Clasa I"#"Strada"#"BIBESCU VODĂ"##24#"corp A"#4#4##"S+P+2E+Ma"#1929#1994#1.47#"Traian VINTILA; Liviu POPP"#
"CS1-00030"#30#"Clasa I"#"Strada"#"BISERICA AMZEI"##8##1#20##"P+4E+Ma"#1935#1997#2.081#"Iorgu NICULA"#
"CS1-00031"#31#"Clasa I"#"Strada"#"BISERICA ENEI"##14##1#26##"S+P+5E"#1936#1993#2.849#"Eugeniu IORDACHESCU"#
"CS1-00032"#32#"Clasa I"#"Strada"#"BLĂNARI"##2##3#0##"S+P+2E+Ma"#1865#2012#758#"Mihai URSĂCHESCU"#
"CS1-00033"#33#"Clasa I"#"Strada"#"BLĂNARI"##8##3#0##"S+P+2E+Ma"#1884#1993#338#"Armand NEFIAN"#
"CS1-00034"#34#"Clasa I"#"Strada"#"BLĂNARI"##10##3#1##"S+P+2E"#1875#2012#764#"Mihai URSĂCHESCU"#
"CS1-00035"#35#"Clasa I"#"Strada"#"BLĂNARI"##11##3#14##"S+P+8E"#1947#1994#2.38#"Dan STANCIULESCU"#
"CS1-00036"#36#"Clasa I"#"Strada"#"BLĂNARI"##13##3#2##"S+P+2E+Pod"#1900#2015#528#"Anatolie CAZACLIU"#
